赛事,样本量,理论概率_胜,理论概率_平,理论概率_负,真实频率_胜,真实频率_平,真实频率_负,卡方统计量,P值,当前期数id
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26001
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26001
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26001
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26001
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26001
法甲,119.0,0.446,0.242,0.312,0.462,0.21,0.328,0.657,0.72,26001
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26001
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26001
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26001
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26001
英冠,130.0,0.416,0.275,0.31,0.469,0.231,0.3,1.844,0.398,26001
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26001
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26001
英超,333.0,0.429,0.242,0.329,0.417,0.228,0.354,0.979,0.613,26001
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26001
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26001
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26001
葡超,57.0,0.476,0.256,0.268,0.404,0.298,0.298,1.214,0.545,26001
西甲,235.0,0.441,0.254,0.305,0.468,0.255,0.277,0.992,0.609,26001
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26001
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,26001
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26001
非洲杯,19.0,0.481,0.278,0.24,0.526,0.263,0.211,0.165,0.921,26001
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26002
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26002
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26002
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26002
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26002
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26002
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26002
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26002
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26002
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26002
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26002
德甲,267.0,0.445,0.237,0.318,0.378,0.243,0.378,5.807,0.055,26002
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26002
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26002
意甲,235.0,0.41,0.268,0.322,0.413,0.289,0.298,0.809,0.667,26002
意超杯,2.0,0.434,0.291,0.276,1.0,0.0,0.0,2.612,0.271,26002
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26002
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26002
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26002
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26002
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26002
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26002
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26002
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26002
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26002
法甲,119.0,0.446,0.242,0.312,0.462,0.21,0.328,0.657,0.72,26002
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26002
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26002
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26002
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26002
英冠,140.0,0.418,0.274,0.308,0.479,0.229,0.293,2.381,0.304,26002
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26002
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26002
英超,333.0,0.431,0.242,0.328,0.417,0.237,0.345,0.472,0.79,26002
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26002
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26002
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26002
葡超,57.0,0.476,0.256,0.268,0.404,0.298,0.298,1.214,0.545,26002
西甲,232.0,0.443,0.253,0.304,0.47,0.259,0.272,1.22,0.543,26002
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26002
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,26002
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26002
非洲杯,19.0,0.481,0.278,0.24,0.526,0.263,0.211,0.165,0.921,26002
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26003
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26003
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26003
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26003
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26003
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26003
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26003
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26003
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26003
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26003
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26003
德甲,265.0,0.446,0.237,0.317,0.377,0.245,0.377,5.851,0.054,26003
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26003
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26003
意甲,236.0,0.412,0.269,0.319,0.407,0.301,0.292,1.467,0.48,26003
意超杯,2.0,0.434,0.291,0.276,1.0,0.0,0.0,2.612,0.271,26003
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26003
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26003
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26003
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26003
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26003
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26003
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26003
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26003
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26003
法甲,122.0,0.446,0.242,0.312,0.451,0.213,0.336,0.661,0.719,26003
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26003
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26003
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26003
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26003
英冠,140.0,0.418,0.274,0.308,0.479,0.229,0.293,2.381,0.304,26003
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26003
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26003
英超,330.0,0.431,0.242,0.328,0.424,0.233,0.342,0.337,0.845,26003
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26003
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26003
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26003
葡超,59.0,0.476,0.254,0.27,0.407,0.305,0.288,1.264,0.532,26003
西甲,231.0,0.439,0.254,0.307,0.463,0.26,0.277,1.014,0.602,26003
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26003
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,26003
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26003
非洲杯,19.0,0.481,0.278,0.24,0.526,0.263,0.211,0.165,0.921,26003
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26004
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26004
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26004
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26004
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26004
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26004
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26004
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26004
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26004
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26004
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26004
德甲,265.0,0.446,0.237,0.317,0.377,0.245,0.377,5.851,0.054,26004
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26004
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26004
意甲,238.0,0.413,0.269,0.318,0.408,0.298,0.294,1.247,0.536,26004
意超杯,2.0,0.434,0.291,0.276,1.0,0.0,0.0,2.612,0.271,26004
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26004
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26004
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26004
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26004
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26004
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26004
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26004
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26004
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26004
法甲,125.0,0.45,0.242,0.308,0.456,0.216,0.328,0.504,0.777,26004
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26004
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26004
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26004
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26004
英冠,133.0,0.421,0.273,0.306,0.481,0.226,0.293,2.347,0.309,26004
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26004
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26004
英超,328.0,0.43,0.242,0.328,0.418,0.241,0.341,0.29,0.865,26004
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26004
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26004
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26004
葡超,59.0,0.476,0.254,0.27,0.407,0.305,0.288,1.264,0.532,26004
西甲,235.0,0.439,0.254,0.307,0.46,0.264,0.277,0.997,0.607,26004
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26004
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,26004
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26004
非洲杯,19.0,0.481,0.278,0.24,0.526,0.263,0.211,0.165,0.921,26004
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26005
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26005
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26005
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26005
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26005
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26005
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26005
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26005
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26005
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26005
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26005
德甲,265.0,0.446,0.237,0.317,0.377,0.245,0.377,5.851,0.054,26005
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26005
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26005
意甲,235.0,0.414,0.268,0.318,0.409,0.294,0.298,0.921,0.631,26005
意超杯,2.0,0.434,0.291,0.276,1.0,0.0,0.0,2.612,0.271,26005
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26005
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26005
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26005
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26005
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26005
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26005
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26005
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26005
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26005
法甲,125.0,0.45,0.242,0.308,0.456,0.216,0.328,0.504,0.777,26005
法超杯,1.0,0.63,0.209,0.161,0.0,1.0,0.0,3.781,0.151,26005
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26005
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26005
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26005
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26005
英冠,133.0,0.421,0.273,0.306,0.481,0.226,0.293,2.347,0.309,26005
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26005
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26005
英超,330.0,0.431,0.243,0.326,0.424,0.245,0.33,0.055,0.973,26005
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26005
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26005
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26005
葡超,57.0,0.472,0.256,0.272,0.404,0.298,0.298,1.122,0.571,26005
西甲,235.0,0.439,0.254,0.307,0.46,0.264,0.277,0.997,0.607,26005
西超杯,2.0,0.466,0.236,0.297,0.5,0.0,0.5,0.753,0.686,26005
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26005
足总杯,22.0,0.47,0.222,0.308,0.545,0.227,0.227,0.739,0.691,26005
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26005
非洲杯,19.0,0.481,0.278,0.24,0.526,0.263,0.211,0.165,0.921,26005
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26006
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26006
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26006
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26006
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26006
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26006
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26006
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26006
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26006
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26006
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26006
德甲,266.0,0.445,0.237,0.318,0.376,0.248,0.376,5.801,0.055,26006
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26006
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26006
意甲,235.0,0.414,0.268,0.318,0.409,0.294,0.298,0.921,0.631,26006
意超杯,1.0,0.332,0.316,0.352,1.0,0.0,0.0,2.01,0.366,26006
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26006
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26006
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26006
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26006
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26006
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26006
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26006
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26006
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26006
法甲,125.0,0.45,0.242,0.308,0.456,0.216,0.328,0.504,0.777,26006
法超杯,1.0,0.63,0.209,0.161,0.0,1.0,0.0,3.781,0.151,26006
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26006
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26006
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26006
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26006
英冠,121.0,0.42,0.274,0.306,0.488,0.215,0.298,2.897,0.235,26006
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26006
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26006
英超,329.0,0.431,0.243,0.325,0.426,0.246,0.328,0.048,0.976,26006
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26006
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26006
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26006
葡超,57.0,0.472,0.256,0.272,0.404,0.298,0.298,1.122,0.571,26006
西甲,236.0,0.439,0.254,0.307,0.458,0.263,0.28,0.832,0.66,26006
西超杯,2.0,0.466,0.236,0.297,0.5,0.0,0.5,0.753,0.686,26006
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26006
足总杯,26.0,0.457,0.229,0.314,0.5,0.269,0.231,0.861,0.65,26006
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26006
非洲杯,21.0,0.449,0.277,0.273,0.476,0.238,0.286,0.162,0.922,26006
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26007
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26007
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26007
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26007
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26007
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26007
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26007
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26007
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26007
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26007
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26007
德甲,270.0,0.445,0.238,0.317,0.374,0.252,0.374,6.002,0.05,26007
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26007
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26007
意甲,234.0,0.417,0.267,0.316,0.419,0.286,0.295,0.671,0.715,26007
意超杯,1.0,0.332,0.316,0.352,1.0,0.0,0.0,2.01,0.366,26007
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26007
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26007
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26007
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26007
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26007
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26007
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26007
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26007
法国杯,9.0,0.501,0.224,0.275,0.556,0.222,0.222,0.144,0.93,26007
法甲,123.0,0.45,0.241,0.309,0.455,0.211,0.333,0.712,0.701,26007
法超杯,1.0,0.63,0.209,0.161,0.0,1.0,0.0,3.781,0.151,26007
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26007
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26007
美职,43.0,0.463,0.249,0.288,0.372,0.326,0.302,1.82,0.403,26007
芬超,27.0,0.433,0.236,0.332,0.407,0.333,0.259,1.561,0.458,26007
英冠,121.0,0.42,0.274,0.306,0.488,0.215,0.298,2.897,0.235,26007
英甲,2.0,0.357,0.25,0.393,0.5,0.0,0.5,0.672,0.715,26007
英联杯,17.0,0.449,0.241,0.31,0.588,0.176,0.235,1.332,0.514,26007
英超,323.0,0.431,0.243,0.326,0.424,0.245,0.331,0.064,0.968,26007
荷乙,55.0,0.457,0.232,0.311,0.6,0.073,0.327,8.51,0.014,26007
荷兰杯,5.0,0.507,0.184,0.309,0.2,0.2,0.6,2.313,0.315,26007
荷甲,39.0,0.485,0.227,0.288,0.462,0.256,0.282,0.194,0.907,26007
葡超,54.0,0.472,0.256,0.273,0.426,0.296,0.278,0.595,0.743,26007
西甲,239.0,0.44,0.254,0.306,0.46,0.264,0.276,1.009,0.604,26007
西超杯,2.0,0.466,0.236,0.297,0.5,0.0,0.5,0.753,0.686,26007
解放者杯,18.0,0.484,0.262,0.255,0.5,0.167,0.333,1.067,0.587,26007
足总杯,29.0,0.46,0.231,0.308,0.483,0.276,0.241,0.705,0.703,26007
金杯赛,20.0,0.525,0.21,0.265,0.45,0.35,0.2,2.42,0.298,26007
非洲杯,21.0,0.449,0.277,0.273,0.476,0.238,0.286,0.162,0.922,26007
J2联赛,4.0,0.46,0.266,0.274,0.25,0.25,0.5,1.133,0.568,26008
J联赛,11.0,0.354,0.284,0.362,0.455,0.091,0.455,2.023,0.364,26008
世亚预,31.0,0.467,0.252,0.281,0.516,0.258,0.226,0.5,0.779,26008
世俱杯,63.0,0.436,0.223,0.341,0.476,0.254,0.27,1.454,0.483,26008
世南美预,22.0,0.473,0.275,0.252,0.545,0.273,0.182,0.676,0.713,26008
世欧预,127.0,0.474,0.188,0.337,0.52,0.165,0.315,1.095,0.578,26008
亚冠,38.0,0.473,0.217,0.31,0.632,0.079,0.289,5.386,0.068,26008
国王杯,5.0,0.452,0.247,0.301,0.0,0.4,0.6,4.223,0.121,26008
天皇杯,2.0,0.427,0.267,0.306,0.0,1.0,0.0,5.482,0.065,26008
德乙,61.0,0.425,0.254,0.32,0.475,0.18,0.344,1.788,0.409,26008
德国杯,20.0,0.414,0.225,0.36,0.4,0.15,0.45,0.961,0.618,26008
德甲,272.0,0.447,0.237,0.316,0.379,0.25,0.371,5.608,0.061,26008
德超杯,1.0,0.187,0.202,0.612,0.0,0.0,1.0,0.635,0.728,26008
意大利杯,10.0,0.486,0.248,0.266,0.4,0.3,0.3,0.307,0.858,26008
意甲,234.0,0.416,0.267,0.317,0.415,0.286,0.299,0.568,0.753,26008
意超杯,1.0,0.332,0.316,0.352,1.0,0.0,0.0,2.01,0.366,26008
挪超,71.0,0.453,0.233,0.314,0.479,0.225,0.296,0.202,0.904,26008
日联杯,9.0,0.339,0.286,0.375,0.333,0.222,0.444,0.247,0.884,26008
欧冠,211.0,0.469,0.227,0.304,0.479,0.204,0.318,0.667,0.716,26008
欧协联,74.0,0.481,0.237,0.281,0.419,0.243,0.338,1.445,0.486,26008
欧国联,23.0,0.442,0.271,0.287,0.391,0.304,0.304,0.257,0.879,26008
欧洲超级杯,1.0,0.677,0.189,0.134,0.0,1.0,0.0,4.284,0.117,26008
欧联,170.0,0.457,0.243,0.299,0.512,0.182,0.306,3.714,0.156,26008
法乙,114.0,0.422,0.28,0.299,0.377,0.289,0.333,1.027,0.598,26008
法国杯,12.0,0.47,0.236,0.294,0.417,0.25,0.333,0.145,0.93,26008
法甲,119.0,0.448,0.241,0.311,0.445,0.218,0.336,0.503,0.778,26008
法超杯,1.0,0.63,0.209,0.161,0.0,1.0,0.0,3.781,0.151,26008
瑞典超,64.0,0.429,0.245,0.326,0.406,0.266,0.328,0.192,0.908,26008
社区盾杯,1.0,0.199,0.228,0.574,0.0,1.0,0.0,3.395,0.183,26008
